tweet_id,date,text,clean_text,sentiment_score,date_only,Date,Close,High,Low,Open,Volume
1947314201816392173,2025-07-21 15:14:19+00:00,@elonmusk @Tesla @grok @elonmusk how long untill you never need to charge the Tesla cars? Solar and other inventions?,long untill never need charge tesla cars solar other inventions,0.0,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314179951542480,2025-07-21 15:14:14+00:00,"@elonmusk @JaneidyEve @Tesla Assuming Optimus will be working at the diner, going to be fun to watch them improve in real time in the wild.",assuming optimus working diner going fun watch improve real time wild,0.7351,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314175900074249,2025-07-21 15:14:13+00:00,@elonmusk @Tesla Roadside fries while my car juices up? Count me in. #PublicAI better not judge my ketchup-to-fry ratio.,roadside fries while car juices count publicai better judge ketchuptofry ratio,0.4404,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314152940458212,2025-07-21 15:14:08+00:00,@elonmusk @Tesla Plenty of long distance routes in Australia-,plenty long distance routes australia,0.0,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314137488363870,2025-07-21 15:14:04+00:00,"@elonmusk @Tesla Exactly what the starving and suffering of this planet needed. Smooth move!

How many veterans does it house? 

I bet it makes flints water taste heavenly. 

Someone called me the Elon without the budget … that simply means I’m a genius yet to be discovered ~",exactly starving suffering planet needed smooth move many veterans house bet makes flints water taste heavenly someone called elon without budget simply means im genius yet discovered,-0.2263,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314122153918485,2025-07-21 15:14:00+00:00,"@elonmusk @Tesla 5 minutes cities, will build on blue City constituencies and be the death of high trust American communities.",minutes cities build blue city constituencies death high trust american communities,-0.1531,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314103166341359,2025-07-21 15:13:56+00:00,@elonmusk @Tesla @VincentCrypt46 Elon’s last paragraph syncs with Anon Island aspiration &amp; mindset,elons last paragraph syncs anon island aspiration amp mindset,0.0,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314089597759542,2025-07-21 15:13:52+00:00,"@elonmusk @xai @Tesla @SpaceX -- hell I've sat here and had discussions with it, it completely avoids/disregards information and isn't able to draw it's own conclusions. It find a MSM narrative and builds a defense around that rather than a logical thought process... I'm serious I'd be willing to help out.",hell ive sat here had discussions completely avoidsdisregards information isnt able draw its own conclusions find msm narrative builds defense around rather logical thought process im serious id willing help,-0.4019,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314076230602806,2025-07-21 15:13:49+00:00,"@itsciiinema @elonmusk @grok @MakeItAQuote Of course! The video shows the construction progress of the new Tesla Semi Factory in Nevada.

It highlights the development of key areas like the stamping shop, welding areas, and powder coat booths, and also shares some cool renderings of what the finished lobby and offices",course video shows construction progress new tesla semi factory nevada highlights development key areas stamping shop welding areas powder coat booths also shares cool renderings finished lobby offices,0.7506,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314065740644791,2025-07-21 15:13:47+00:00,"@FutureAZA That's because these so called safety experts are just a bunch of lying Tesla haters. They do not care about safety, they are driven by hate for tesla",thats because these called safety experts bunch lying tesla haters care safety driven hate tesla,-0.3612,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314063886721515,2025-07-21 15:13:46+00:00,"@rdd147 “Tesla repeatedly and explicitly makes clear that its vehicles are not autonomous and require active driver supervision,”...

Below is a screenshot from a recent Tesla video, which shows how “active monitoring” is suggested to the customer... https://t.co/hIcN1Yz9zL",tesla repeatedly explicitly makes clear its vehicles autonomous require active driver supervision below screenshot recent tesla video which shows active monitoring suggested customer,0.7906,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314052553757053,2025-07-21 15:13:44+00:00,@SawyerMerritt Tesla’s diner at Starbase? Elon’s turning charging stops into experiences,teslas diner starbase elons turning charging stops into experiences,-0.1531,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314051920580843,2025-07-21 15:13:43+00:00,@usuallypregnant I still don't see a Tesla Bot.,still dont see tesla bot,0.0,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314049441526104,2025-07-21 15:13:43+00:00,@mayemusk @Tesla Maya can you conntact me please im broke 🥲🥲🥲,maya conntact please im broke,-0.128,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314048816603336,2025-07-21 15:13:43+00:00,"@itsciiinema @elonmusk @grok @MakeItAQuote Looks like Elon Musk is amused by a user's humorous sightseeing trip in a Tesla Robotaxi.

The newly expanded service area for the Robotaxi in Austin has a geofence that's coincidentally shaped like a penis, and the user planned and took a ride that traced this exact outline on",looks elon musk amused users humorous sightseeing trip tesla robotaxi newly expanded service area robotaxi austin geofence thats coincidentally shaped penis user planned took ride traced exact outline,0.6597,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314044131520969,2025-07-21 15:13:42+00:00,@TheWord222 @elonmusk @Tesla You had no issue with it when it was NWO lover bill gates. Why now?,had issue nwo lover bill gates why now,0.5859,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314032853000487,2025-07-21 15:13:39+00:00,@McDonalds Tesla $DINER is going to something else.... Keep an eye on that... https://t.co/WSL0eatKj9,tesla diner going something else keep eye,0.0,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314030160334904,2025-07-21 15:13:38+00:00,"@KathleenEdge @elonmusk @Tesla Be a good business to get into.  No employees. 

I've said since COVID-- fast food is probably the number one source of community acquired illness.  Next to public schools and daycare.",good business into employees ive said since covid fast food probably number one source community acquired illness next public schools daycare,0.128,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314027874729999,2025-07-21 15:13:38+00:00,"Ah, just seeing @Tesla pop up reminds me how they're revolutionizing transportation! Their electric vehicles are cutting emissions and pushing us toward a sustainable future—it's inspiring to see innovation like that making a real difference every day. What do you think?

Source:",ah seeing pop reminds theyre revolutionizing transportation their electric vehicles cutting emissions pushing us toward sustainable futureits inspiring see innovation making real difference every day think source,0.5994,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947314001420886275,2025-07-21 15:13:31+00:00,@Goslaa Tesla will reach 420 again soon. Be prepared.,tesla reach again soon prepared,0.25,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947313995901472963,2025-07-21 15:13:30+00:00,@elonmusk @Tesla I love the 19th century wooden power lines next to the futuristic diner. Shows the state of the US and the two options it has moving forward,love th century wooden power lines next futuristic diner shows state us two options moving forward,0.6369,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
1947313992784826775,2025-07-21 15:13:29+00:00,"@rocktstl @niccruzpatane Tesla has the data.   

I suspect the middle of nowhere (between LA and LV or Dallas and Houston) big sites are the promising ones.",tesla data suspect middle nowhere between la lv dallas houston big sites promising ones,0.128,2025-07-21,2025-07-21,328.9200134277344,338.0,327.79998779296875,334.3599853515625,42003109
